"cutx2 [mm]","cuty1 [mm]","Freq [GHz]","dB(S(1,1)) []"
0.6,0.6,6.1875,-18.4278501790467
0.6,0.6,6.2,-18.3400156953871
0.6,0.6,6.2125,-18.1841217046883
0.6,0.6,6.225,-17.9644018921368
0.6,0.6,6.2375,-17.689093968544
0.6,0.6,6.25,-17.3690057855458
0.6,0.6,6.2625,-17.0159439138708
0.6,0.6,6.275,-16.6413848754343
0.6,0.6,6.2875,-16.2555795450275
0.6,0.6,6.3,-15.8670994185786
0.6,0.6,6.3125,-15.4827280425786
0.6,0.6,6.325,-15.1075724606944
0.6,0.6,6.3375,-14.7452869849138
0.6,0.6,6.35,-14.3983345649356
0.6,0.6,6.3625,-14.0682418720993
0.6,0.6,6.375,-13.7558266215234
0.6,0.6,6.3875,-13.4613895535727
0.6,0.6,6.4,-13.1848710321404
0.6,0.6,6.4125,-12.9259757083978
0.6,0.6,6.425,-12.68426990708
0.6,0.6,6.4375,-12.4592564538508
0.6,0.6,6.45,-12.2504312318008
0.6,0.6,6.4625,-12.0573251713192
0.6,0.6,6.475,-11.8795347979403
0.6,0.6,6.4875,-11.7167439460872
0.6,0.6,6.5,-11.5687388037274
0.6,0.6,6.5125,-11.4354180768794
0.6,0.6,6.525,-11.3167997383932
0.6,0.6,6.5375,-11.2130255383798
0.6,0.6,6.55,-11.1243641915174
0.6,0.6,6.5625,-11.0512139067154
0.6,0.6,6.575,-10.9941046776487
0.6,0.6,6.5875,-10.9537004957875
0.6,0.6,6.6,-10.9308013697405
0.6,0.6,6.6125,-10.9263447218291
0.6,0.6,6.625,-10.9414053733019
0.6,0.6,6.6375,-10.9771929150562
0.6,0.6,6.65,-11.0350447934603
0.6,0.6,6.6625,-11.1164129432702
0.6,0.6,6.675,-11.2228413271774
0.6,0.6,6.6875,-11.3559314009733
0.6,0.6,6.7,-11.517292488563
0.6,0.6,6.7125,-11.7084745773119
0.6,0.6,6.725,-11.9308824643401
0.6,0.6,6.7375,-12.1856728788289
0.6,0.6,6.75,-12.4736405225881
0.6,0.6,6.7625,-12.7951050788938
0.6,0.6,6.775,-13.1498188705398
0.6,0.6,6.7875,-13.5369229321462
0.6,0.6,6.8,-13.9549854849286
0.6,0.6,6.8125,-14.4021573522513
0.6,0.6,6.825,-14.8764688632972
0.6,0.6,6.8375,-15.3762681118735
0.6,0.6,6.85,-15.9007607372844
0.6,0.6,6.8625,-16.4505628345494
0.6,0.6,6.875,-17.0281323725044
0.6,0.6,6.8875,-17.6379077410455
0.6,0.6,6.9,-18.2859419123069
0.6,0.6,6.9125,-18.9787278149714
0.6,0.6,6.925,-19.7206706231218
0.6,0.6,6.9375,-20.5091562397965
0.6,0.6,6.95,-21.3254025654856
0.6,0.6,6.9625,-22.1191287986644
0.6,0.6,6.975,-22.7894352646734
0.6,0.6,6.9875,-23.1812005059068
0.6,0.6,7,-23.1376099857248
0.6,0.6,7.0125,-22.6070885385384
0.6,0.6,7.025,-21.6898833856826
0.6,0.6,7.0375,-20.5580050784895
0.6,0.6,7.05,-19.3576633308536
0.6,0.6,7.0625,-18.1780767768508
0.6,0.6,7.075,-17.0634047910766
0.6,0.6,7.0875,-16.0313857032782
0.6,0.6,7.1,-15.0862921902438
0.6,0.6,7.1125,-14.2261308358568
0.6,0.6,7.125,-13.4462872455972
0.6,0.6,7.1375,-12.7412829331536
0.6,0.6,7.15,-12.1055871622604
0.6,0.6,7.1625,-11.5339688650648
0.6,0.6,7.175,-11.0216293409612
0.6,0.6,7.1875,-10.5642333907877
0.6,0.6,7.2,-10.1578957248267
0.6,0.6,7.2125,-9.79914951785358
0.6,0.6,7.225,-9.48490919554055
0.6,0.6,7.2375,-9.21243222717697
0.6,0.6,7.25,-8.97928108605486
0.6,0.6,7.2625,-8.78328474874058
0.6,0.6,7.275,-8.6224982088781
0.6,0.6,7.2875,-8.49515803412726
0.6,0.6,7.3,-8.39963181236687
0.6,0.6,7.3125,-8.3343593950659
0.6,0.6,7.325,-8.2977842556629
0.6,0.6,7.3375,-8.28827424644624
0.6,0.6,7.35,-8.30403285047071
0.6,0.6,7.3625,-8.34300498924689
0.6,0.6,7.375,-8.40278572432902
0.6,0.6,7.3875,-8.4805455052983
0.6,0.6,7.4,-8.57299083525191
0.6,0.6,7.4125,-8.67638197042765
0.6,0.6,7.425,-8.78662598627492
0.6,0.6,7.4375,-8.89945064929579
0.6,0.6,7.45,-9.01064108796259
0.6,0.6,7.4625,-9.11629231358362
0.6,0.6,7.475,-9.21300863841897
0.6,0.6,7.4875,-9.2979817302879
0.6,0.6,7.5,-9.36891166903494
0.6,0.6,7.5125,-9.4237930139299
0.6,0.6,7.525,-9.46064720318378
0.6,0.6,7.5375,-9.47731585141663
0.6,0.6,7.55,-9.47142051640104
0.6,0.6,7.5625,-9.4405461815915
0.6,0.6,7.575,-9.38263525967493
0.6,0.6,7.5875,-9.29650803463075
0.6,0.6,7.6,-9.18237428363091
0.6,0.6,7.6125,-9.04218674766153
0.6,0.6,7.625,-8.87972123495334
0.6,0.6,7.6375,-8.7003456116977
0.6,0.6,7.65,-8.51053336635518
0.6,0.6,7.6625,-8.31724684013782
0.6,0.6,7.675,-8.12733230763625
0.6,0.6,7.6875,-7.9470348618447
0.6,0.6,7.7,-7.78168084498629
0.6,0.6,7.7125,-7.63551893343378
0.6,0.6,7.725,-7.51167540620142
0.6,0.6,7.7375,-7.41216714520289
0.6,0.6,7.75,-7.33792171195429
0.6,0.6,7.7625,-7.28877091286123
0.6,0.6,7.775,-7.26340939343248
0.6,0.6,7.7875,-7.2593424356555
0.6,0.6,7.8,-7.27288455313401
0.6,0.6,7.8125,-7.29930034176467
0.6,0.6,7.825,-7.33317522596385
0.6,0.6,7.8375,-7.36903781782606
0.6,0.6,7.85,-7.40213093341216
0.6,0.6,7.8625,-7.42911095556804
0.6,0.6,7.875,-7.4484445864153
0.6,0.6,7.8875,-7.46040294231796
0.6,0.6,7.9,-7.4667363340212
0.6,0.6,7.9125,-7.4702144846481
0.6,0.6,7.925,-7.47418917881085
0.6,0.6,7.9375,-7.48224285882738
0.6,0.6,7.95,-7.49791226182322
0.6,0.6,7.9625,-7.52445292047891
0.6,0.6,7.975,-7.5646210942875
0.6,0.6,7.9875,-7.62046703727744
0.6,0.6,8,-7.6931438490719
0.6,0.6,8.0125,-7.7827403198354
0.6,0.6,8.025,-7.88815044240311
0.6,0.6,8.0375,-8.00700106988705
0.6,0.6,8.05,-8.13567202641847
0.6,0.6,8.0625,-8.26945378208307
0.6,0.6,8.075,-8.40288595325518
0.6,0.6,8.0875,-8.53029376104644
0.6,0.6,8.1,-8.64648437880553
0.6,0.6,8.1125,-8.7474929727745
0.6,0.6,8.125,-8.83121170372611
0.6,0.6,8.1375,-8.89773249473827
0.6,0.6,8.15,-8.94930074339716
0.6,0.6,8.1625,-8.98988415735037
0.6,0.6,8.175,-9.02445496773529
0.6,0.6,8.1875,-9.05812882307453
0.6,0.6,8.2,-9.09530420460126
0.6,0.6,8.2125,-9.13893036159878
0.6,0.6,8.225,-9.1900221730956
0.6,0.6,8.2375,-9.24754065313211
0.6,0.6,8.25,-9.30874638660623
0.6,0.6,8.2625,-9.37005525848526
0.6,0.6,8.275,-9.42821578286306
0.6,0.6,8.2875,-9.48130291459574
0.6,0.6,8.3,-9.52880348261146
0.6,0.6,8.3125,-9.57031291145186
0.6,0.6,8.325,-9.60319659552346
0.6,0.6,8.3375,-9.62053087986232
0.6,0.6,8.35,-9.61092767113603
0.6,0.6,8.3625,-9.56104106489206
0.6,0.6,8.375,-9.46001495807373
0.6,0.6,8.3875,-9.30381299048078
0.6,0.6,8.4,-9.09727260020917
0.6,0.6,8.4125,-8.85305592552367
0.6,0.6,8.425,-8.58842149366428
0.6,0.6,8.4375,-8.32156862142333
0.6,0.6,8.45,-8.06888734999862
0.6,0.6,8.4625,-7.8435131279861
0.6,0.6,8.475,-7.65490222503023
0.6,0.6,8.4875,-7.50891997989593
0.6,0.6,8.5,-7.40800604203784
0.6,0.6,8.5125,-7.35115554037692
0.6,0.6,8.525,-7.33364778458661
0.6,0.6,8.5375,-7.3466648944166
0.6,0.6,8.55,-7.37718096770708
0.6,0.6,8.5625,-7.40869865500161
0.6,0.6,8.575,-7.42335686902662
0.6,0.6,8.5875,-7.40538140375057
0.6,0.6,8.6,-7.34486985902025
0.6,0.6,8.6125,-7.24020093869156
0.6,0.6,8.625,-7.09780711658031
0.6,0.6,8.6375,-6.92953568943959
0.6,0.6,8.65,-6.74908582753035
0.6,0.6,8.6625,-6.56907101342311
0.6,0.6,8.675,-6.39942217789032
0.6,0.6,8.6875,-6.24701261323523
0.6,0.6,8.7,-6.11602283275107
0.6,0.6,8.7125,-6.00859196051083
0.6,0.6,8.725,-5.92547496048437
0.6,0.6,8.7375,-5.86658282581664
0.6,0.6,8.75,-5.83137904604552
0.6,0.6,8.7625,-5.81914951876317
0.6,0.6,8.775,-5.82917605937263
0.6,0.6,8.7875,-5.86084245432996
0.6,0.6,8.8,-5.91369604900364
0.6,0.6,8.8125,-5.98748150470468
0.6,0.6,8.825,-6.08215815297054
0.6,0.6,8.8375,-6.19790856042455
0.6,0.6,8.85,-6.33514314995776
0.6,0.6,8.8625,-6.49450334010588
0.6,0.6,8.875,-6.67686279851845
0.6,0.6,8.8875,-6.8833222669709
0.6,0.6,8.9,-7.11518789273348
0.6,0.6,8.9125,-7.3739171633186
0.6,0.6,8.925,-7.66101199627633
0.6,0.6,8.9375,-7.97783551845456
0.6,0.6,8.95,-8.32532565542041
0.6,0.6,8.9625,-8.70357359066503
0.6,0.6,8.975,-9.11123299966333
0.6,0.6,8.9875,-9.54474130016512
0.6,0.6,9,-9.99739288372164
