"cutx2 [mm]","cuty1 [mm]","Freq [GHz]","dB(S(1,1)) []"
0.4,0.6,7.5625,-6.89091482404541
0.4,0.6,7.575,-6.87865813684667
0.4,0.6,7.5875,-6.85387509794157
0.4,0.6,7.6,-6.82271347510228
0.4,0.6,7.6125,-6.79130155981667
0.4,0.6,7.625,-6.76516969816456
0.4,0.6,7.6375,-6.74887656481508
0.4,0.6,7.65,-6.74583618045765
0.4,0.6,7.6625,-6.75830983034938
0.4,0.6,7.675,-6.78752161751374
0.4,0.6,7.6875,-6.83386341627544
0.4,0.6,7.7,-6.89715876362947
0.4,0.6,7.7125,-6.97694671189428
0.4,0.6,7.725,-7.07273179880433
0.4,0.6,7.7375,-7.18414770088438
0.4,0.6,7.75,-7.31102167145607
0.4,0.6,7.7625,-7.45339318310223
0.4,0.6,7.775,-7.61158069373382
0.4,0.6,7.7875,-7.78635771956465
0.4,0.6,7.8,-7.97920746145942
0.4,0.6,7.8125,-8.19254092987536
0.4,0.6,7.825,-8.42974148973683
0.4,0.6,7.8375,-8.69493827775522
0.4,0.6,7.85,-8.99246988369591
0.4,0.6,7.8625,-9.32603356007022
0.4,0.6,7.875,-9.69750453493994
0.4,0.6,7.8875,-10.105368723993
0.4,0.6,7.9,-10.5426909662453
0.4,0.6,7.9125,-10.9946415670682
0.4,0.6,7.925,-11.4359986442375
0.4,0.6,7.9375,-11.8299132872974
0.4,0.6,7.95,-12.1303842425374
0.4,0.6,7.9625,-12.2910155741485
0.4,0.6,7.975,-12.2793826855214
0.4,0.6,7.9875,-12.0900481334905
0.4,0.6,8,-11.7469282194787
0.4,0.6,8.0125,-11.2931454838546
0.4,0.6,8.025,-10.7761798966143
0.4,0.6,8.0375,-10.2369918560138
0.4,0.6,8.05,-9.70579116637501
0.4,0.6,8.0625,-9.20248853238599
0.4,0.6,8.075,-8.73908401236407
0.4,0.6,8.0875,-8.32227294881643
0.4,0.6,8.1,-7.95558242273383
0.4,0.6,8.1125,-7.64091525306032
0.4,0.6,8.125,-7.37958488693433
0.4,0.6,8.1375,-7.17293998452506
0.4,0.6,8.15,-7.02260943165321
0.4,0.6,8.1625,-6.9303242823111
0.4,0.6,8.175,-6.8972596445013
0.4,0.6,8.1875,-6.92292287995787
0.4,0.6,8.2,-7.00376833920934
0.4,0.6,8.2125,-7.13186310219201
0.4,0.6,8.225,-7.29400326101839
0.4,0.6,8.2375,-7.47171195927385
0.4,0.6,8.25,-7.64257692201382
0.4,0.6,8.2625,-7.78327608381597
0.4,0.6,8.275,-7.87409061208113
0.4,0.6,8.2875,-7.90366295543738
0.4,0.6,8.3,-7.87193947485387
0.4,0.6,8.3125,-7.78972128385004
0.4,0.6,8.325,-7.67504202477926
0.4,0.6,8.3375,-7.54820433472152
0.4,0.6,8.35,-7.42744008553256
0.4,0.6,8.3625,-7.32612369883317
0.4,0.6,8.375,-7.25141447634845
0.4,0.6,8.3875,-7.20379281019343
0.4,0.6,8.4,-7.17712947275893
0.4,0.6,8.4125,-7.15936028079269
0.4,0.6,8.425,-7.13419813273565
0.4,0.6,8.4375,-7.08426421963553
0.4,0.6,8.45,-6.99532577506504
0.4,0.6,8.4625,-6.86026098449108
0.4,0.6,8.475,-6.68089859194735
0.4,0.6,8.4875,-6.46680774813757
0.4,0.6,8.5,-6.23186378703992
0.4,0.6,8.5125,-5.99044532774074
0.4,0.6,8.525,-5.75474290602545
0.4,0.6,8.5375,-5.53360245933694
0.4,0.6,8.55,-5.33254544120343
0.4,0.6,8.5625,-5.15439034953945
0.4,0.6,8.575,-5.00003026300548
0.4,0.6,8.5875,-4.86912874534261
0.4,0.6,8.6,-4.76065175375296
0.4,0.6,8.6125,-4.67323586134357
0.4,0.6,8.625,-4.60542473276055
0.4,0.6,8.6375,-4.55581079897938
0.4,0.6,8.65,-4.523113469748
0.4,0.6,8.6625,-4.50621712004923
0.4,0.6,8.675,-4.50418477922521
0.4,0.6,8.6875,-4.51625784778607
0.4,0.6,8.7,-4.54184821410102
0.4,0.6,8.7125,-4.5805265138406
0.4,0.6,8.725,-4.63200865920704
0.4,0.6,8.7375,-4.69614196617562
0.4,0.6,8.75,-4.77289212271825
0.4,0.6,8.7625,-4.86233272954007
0.4,0.6,8.775,-4.96463980708886
0.4,0.6,8.7875,-5.08009367286485
0.4,0.6,8.8,-5.209088902075
0.4,0.6,8.8125,-5.35214922911407
0.4,0.6,8.825,-5.5099395031069
0.4,0.6,8.8375,-5.68326448466206
0.4,0.6,8.85,-5.87304732326449
0.4,0.6,8.8625,-6.08028741320819
0.4,0.6,8.875,-6.30600160769577
0.4,0.6,8.8875,-6.55114948161761
0.4,0.6,8.9,-6.81653400161038
0.4,0.6,8.9125,-7.10265944875519
0.4,0.6,8.925,-7.40952430628892
0.4,0.6,8.9375,-7.73633253445363
0.4,0.6,8.95,-8.0811276032381
0.4,0.6,8.9625,-8.44039661958049
0.4,0.6,8.975,-8.80875987709926
0.4,0.6,8.9875,-9.17893925122541
0.4,0.6,9,-9.54223454069339
