freq	dB(SP1.SP.S(1,1))
6.00000000000000000E9	-1.68561202586336845E1
6.00999999999999979E9	-1.71051793881685077E1
6.02000000000000046E9	-1.73524378486569542E1
6.02999999999999936E9	-1.75924175228078106E1
6.04000000000000004E9	-1.78188708423993281E1
6.04999999999999982E9	-1.80247911910735747E1
6.06000000000000050E9	-1.81876938921205489E1
6.07000000000000028E9	-1.83088584550736155E1
6.08000000000000007E9	-1.83819396859441930E1
6.08999999999999986E9	-1.84019748794400040E1
6.09999999999999964E9	-1.83656975249195886E1
6.11000000000000032E9	-1.82535794317160271E1
6.12000000000000011E9	-1.80888250575535059E1
6.12999999999999989E9	-1.78772741495695331E1
6.13999999999999968E9	-1.76257315289344385E1
6.15000000000000036E9	-1.73415842389557051E1
6.16000000000000014E9	-1.70241155030831726E1
6.16999999999999993E9	-1.66938262788379221E1
6.17999999999999972E9	-1.63565619131968853E1
6.18999999999999950E9	-1.60172626048908917E1
6.20000000000000018E9	-1.56800356194872981E1
6.20999999999999996E9	-1.53474561007139276E1
6.22000000000000064E9	-1.50249434673975601E1
6.22999999999999954E9	-1.47137592928880201E1
6.24000000000000021E9	-1.44147958646530983E1
6.25000000000000000E9	-1.41286406125414365E1
6.25999999999999979E9	-1.38575546755024992E1
6.27000000000000046E9	-1.36002847944112792E1
6.27999999999999936E9	-1.33565156756042969E1
6.29000000000000004E9	-1.31258945480854861E1
6.29999999999999982E9	-1.29080390494418085E1
6.31000000000000050E9	-1.27050724809422966E1
6.32000000000000028E9	-1.25141568226643596E1
6.33000000000000007E9	-1.23348263185731022E1
6.33999999999999986E9	-1.21666554791086101E1
6.34999999999999964E9	-1.20092550194768188E1
6.36000000000000032E9	-1.18649198939707712E1
6.37000000000000011E9	-1.17307680771715117E1
6.37999999999999989E9	-1.16065352311151249E1
6.38999999999999968E9	-1.14919969944324318E1
6.40000000000000036E9	-1.13869662392192050E1
6.40999999999999925E9	-1.12941126371189871E1
6.41999999999999993E9	-1.12106183073984167E1
6.42999999999999972E9	-1.11363939261917833E1
6.44000000000000039E9	-1.10713716600515255E1
6.45000000000000018E9	-1.10155047863020816E1
6.45999999999999908E9	-1.09717608850254300E1
6.47000000000000064E9	-1.09371790461957996E1
6.47999999999999954E9	-1.09117176706609187E1
6.49000000000000021E9	-1.08953470977378708E1
6.50000000000000000E9	-1.08880495399575516E1
6.50999999999999979E9	-1.08928408148208655E1
6.52000000000000046E9	-1.09067295663905051E1
6.52999999999999936E9	-1.09298067938993193E1
6.54000000000000092E9	-1.09622344591142862E1
6.54999999999999982E9	-1.10042477764821922E1
6.55999999999999961E9	-1.10596857964876505E1
6.57000000000000028E9	-1.11261175580176186E1
6.58000000000000007E9	-1.12043978307136061E1
6.59000000000000075E9	-1.12955174261566449E1
6.59999999999999964E9	-1.14006207997565379E1
6.60999999999999943E9	-1.15261789424245076E1
6.62000000000000011E9	-1.16692185091508738E1
6.62999999999999989E9	-1.18310113078134971E1
6.64000000000000057E9	-1.20128116770013116E1
6.65000000000000036E9	-1.22158681501968713E1
6.65999999999999925E9	-1.24466556763343950E1
6.66999999999999993E9	-1.27000024973047587E1
6.67999999999999972E9	-1.29764181283872082E1
6.69000000000000039E9	-1.32764638766159271E1
6.70000000000000018E9	-1.36007472886942260E1
6.70999999999999908E9	-1.39532162591541176E1
6.72000000000000064E9	-1.43309156786036151E1
6.72999999999999954E9	-1.47358520854876662E1
6.74000000000000021E9	-1.51707288321002576E1
6.75000000000000000E9	-1.56391203628017372E1
6.75999999999999979E9	-1.61502678837197955E1
6.77000000000000046E9	-1.67076228749571110E1
6.77999999999999936E9	-1.73192566060532771E1
6.79000000000000092E9	-1.79948195025691859E1
6.79999999999999982E9	-1.87461451785805200E1
6.80999999999999961E9	-1.95889268293980479E1
6.82000000000000028E9	-2.05229994047750264E1
6.83000000000000007E9	-2.15439469978682219E1
6.84000000000000075E9	-2.26268930889132713E1
6.84999999999999964E9	-2.37120920231544918E1
6.85999999999999943E9	-2.44665591389792381E1
6.87000000000000011E9	-2.46760728513224681E1
6.87999999999999989E9	-2.42436497492501379E1
6.89000000000000057E9	-2.32676858008832710E1
6.90000000000000036E9	-2.19732941107748259E1
6.90999999999999925E9	-2.05388314297590924E1
6.91999999999999993E9	-1.91871084607611264E1
6.92999999999999972E9	-1.79401015745142400E1
6.94000000000000039E9	-1.68012484694497610E1
6.95000000000000018E9	-1.57648680934318275E1
6.95999999999999908E9	-1.48203919904921633E1
6.97000000000000064E9	-1.39646083183338732E1
6.97999999999999954E9	-1.31862277563979768E1
6.99000000000000021E9	-1.24760504387559457E1
7.00000000000000000E9	-1.18264625941096213E1
7.00999999999999979E9	-1.12354583642128114E1
7.02000000000000046E9	-1.06943838494317101E1
7.02999999999999936E9	-1.01981248820478321E1
7.04000000000000092E9	-9.74238856811543030E0
7.04999999999999982E9	-9.32352872664472443E0
7.05999999999999961E9	-8.94366595025039857E0
7.07000000000000028E9	-8.59484476170687550E0
7.08000000000000007E9	-8.27447681839911553E0
7.09000000000000075E9	-7.98030818487975857E0
7.09999999999999964E9	-7.71035754919090710E0
7.10999999999999943E9	-7.46762014450133016E0
7.12000000000000011E9	-7.24537033798462371E0
7.12999999999999989E9	-7.04207454934672583E0
7.14000000000000057E9	-6.85634286769116841E0
7.15000000000000036E9	-6.68690330495832619E0
7.15999999999999925E9	-6.53623494288025952E0
7.16999999999999993E9	-6.39892857271612669E0
7.17999999999999972E9	-6.27387735017622994E0
7.19000000000000039E9	-6.16004887821238079E0
7.20000000000000018E9	-6.05647158399888852E0
7.20999999999999908E9	-5.96457306671537246E0
7.22000000000000064E9	-5.88063571280465691E0
7.22999999999999954E9	-5.80402964120073328E0
7.24000000000000021E9	-5.73423816895149940E0
7.25000000000000000E9	-5.67084987283300368E0
7.25999999999999979E9	-5.61552998197003017E0
7.27000000000000046E9	-5.56641704461762643E0
7.27999999999999936E9	-5.52369216899269944E0
7.29000000000000092E9	-5.48760236673745361E0
7.29999999999999982E9	-5.45846108171907485E0
7.30999999999999961E9	-5.43935195528888116E0
7.32000000000000028E9	-5.42838022736337056E0
7.33000000000000007E9	-5.42589030842424336E0
7.34000000000000075E9	-5.43220160526988138E0
7.34999999999999964E9	-5.44761176794046165E0
7.35999999999999943E9	-5.47552300022983118E0
7.37000000000000011E9	-5.51294218752628939E0
7.37999999999999989E9	-5.55984593237882319E0
7.39000000000000057E9	-5.61615009206521609E0
7.40000000000000036E9	-5.68170638658227034E0
7.40999999999999925E9	-5.75863020175747664E0
7.41999999999999993E9	-5.84330100307015687E0
7.42999999999999972E9	-5.93488538337074267E0
7.44000000000000039E9	-6.03238741071877715E0
7.45000000000000018E9	-6.13463279704998854E0
7.45999999999999908E9	-6.23968455123561938E0
7.47000000000000064E9	-6.34435609170118120E0
7.47999999999999954E9	-6.44654268572700850E0
7.49000000000000021E9	-6.54405120203354507E0
7.50000000000000000E9	-6.63460688068918714E0
7.50999999999999979E9	-6.71148219790514489E0
7.52000000000000046E9	-6.77581829400519098E0
7.52999999999999936E9	-6.82655082001136471E0
7.54000000000000092E9	-6.86306243560737350E0
7.54999999999999982E9	-6.88520411588676939E0
7.55999999999999961E9	-6.88977238200484265E0
7.57000000000000028E9	-6.88355873646756766E0
7.58000000000000007E9	-6.86873643420027591E0
7.59000000000000075E9	-6.84763382328520986E0
7.59999999999999964E9	-6.82271347510252291E0
7.60999999999999943E9	-6.79757486152621215E0
7.62000000000000011E9	-6.77561301046518949E0
7.62999999999999989E9	-6.75864877681536136E0
7.64000000000000057E9	-6.74826840279722440E0
7.65000000000000036E9	-6.74583618045737499E0
7.65999999999999925E9	-6.75581366690455187E0
7.66999999999999993E9	-6.77582511084050854E0
7.67999999999999972E9	-6.80602867793259403E0
7.69000000000000039E9	-6.84648564012200200E0
7.70000000000000018E9	-6.89715876362925151E0
7.70999999999999908E9	-6.96093038040186496E0
7.72000000000000064E9	-7.03429091711020416E0
7.72999999999999954E9	-7.11712680844111922E0
7.74000000000000021E9	-7.20937466912033642E0
7.75000000000000000E9	-7.31102167145602344E0
7.75999999999999979E9	-7.42473157824947450E0
7.77000000000000046E9	-7.54795956445389393E0
7.77999999999999936E9	-7.68107005391513731E0
7.79000000000000092E9	-7.82458664643389135E0
7.79999999999999982E9	-7.97920746145930782E0
7.80999999999999961E9	-8.14945300299430997E0
7.82000000000000028E9	-8.33408255463098868E0
7.83000000000000007E9	-8.53485058001705177E0
7.84000000000000075E9	-8.75363483542155763E0
7.84999999999999964E9	-8.99246988369613298E0
7.85999999999999943E9	-9.25828816333819660E0
7.87000000000000011E9	-9.54700442654172221E0
7.87999999999999989E9	-9.85835933513751250E0
7.89000000000000057E9	-1.01910894087183523E1
7.90000000000000036E9	-1.05426909662453028E1
7.90999999999999925E9	-1.09023505564770939E1
7.91999999999999993E9	-1.12567557465990187E1
7.92999999999999972E9	-1.15914274077910595E1
7.94000000000000039E9	-1.18891816925022686E1
7.95000000000000018E9	-1.21303842425366581E1
7.95999999999999908E9	-1.22586507794691868E1
7.97000000000000064E9	-1.22840339715683444E1
7.97999999999999954E9	-1.22031529011531248E1
7.99000000000000021E9	-1.20203312335419876E1
8.00000000000000000E9	-1.17469282194774705E1


