"cutx2 [mm]","cuty1 [mm]","Phi [deg]","Theta [deg]","Freq [GHz]","dB(AxialRatioValue) []"
0.6,0.6,180,180,6.5375,48.0986140882716
0.6,0.6,180,180,6.55,48.4957193732157
0.6,0.6,180,180,6.5625,38.8725274053692
0.6,0.6,180,180,6.575,34.4543555786319
0.6,0.6,180,180,6.5875,31.5661992509367
0.6,0.6,180,180,6.6,29.4235433014448
0.6,0.6,180,180,6.6125,27.7233721802839
0.6,0.6,180,180,6.625,26.3158838167562
0.6,0.6,180,180,6.6375,25.1154918208824
0.6,0.6,180,180,6.65,24.0681786163254
0.6,0.6,180,180,6.6625,23.1371370557543
0.6,0.6,180,180,6.675,22.295631557763
0.6,0.6,180,180,6.6875,21.5230905007626
0.6,0.6,180,180,6.7,20.8028584141171
0.6,0.6,180,180,6.7125,20.1208649394766
0.6,0.6,180,180,6.725,19.4648542312397
0.6,0.6,180,180,6.7375,18.8240156716864
0.6,0.6,180,180,6.75,18.1888992720882
0.6,0.6,180,180,6.7625,17.5515461514556
0.6,0.6,180,180,6.775,16.9057303090219
0.6,0.6,180,180,6.7875,16.2472143982911
0.6,0.6,180,180,6.8,15.5739034077974
0.6,0.6,180,180,6.8125,14.8857874470013
0.6,0.6,180,180,6.825,14.1846577129076
0.6,0.6,180,180,6.8375,13.4735994698101
0.6,0.6,180,180,6.85,12.7563683354055
0.6,0.6,180,180,6.8625,12.0367847059067
0.6,0.6,180,180,6.875,11.3182465442052
0.6,0.6,180,180,6.8875,10.6034533463744
0.6,0.6,180,180,6.9,9.89436105358307
0.6,0.6,180,180,6.9125,9.19237136921346
0.6,0.6,180,180,6.925,8.49872726549734
0.6,0.6,180,180,6.9375,7.81513803484271
0.6,0.6,180,180,6.95,7.14467779320224
0.6,0.6,180,180,6.9625,6.49309612059406
0.6,0.6,180,180,6.975,5.870772203663
0.6,0.6,180,180,6.9875,5.29558852494934
0.6,0.6,180,180,7,4.79673058999984
0.6,0.6,180,180,7.0125,4.41805064188847
0.6,0.6,180,180,7.025,4.21615174133773
0.6,0.6,180,180,7.0375,4.24576561732366
0.6,0.6,180,180,7.05,4.53507717194518
0.6,0.6,180,180,7.0625,5.07371563451705
0.6,0.6,180,180,7.075,5.82657978091161
0.6,0.6,180,180,7.0875,6.75520485474459
0.6,0.6,180,180,7.1,7.82907541753979
0.6,0.6,180,180,7.1125,9.02755257152777
0.6,0.6,180,180,7.125,10.3384212824239
0.6,0.6,180,180,7.1375,11.7564321085467
0.6,0.6,180,180,7.15,13.282872019575
0.6,0.6,180,180,7.1625,14.9264686786276
0.6,0.6,180,180,7.175,16.705992308342
0.6,0.6,180,180,7.1875,18.6555669997214
0.6,0.6,180,180,7.2,20.8353159600254
0.6,0.6,180,180,7.2125,23.3544590045216
0.6,0.6,180,180,7.225,26.4294466693617
0.6,0.6,180,180,7.2375,30.5700382750972
0.6,0.6,180,180,7.25,37.5254198874524
0.6,0.6,180,180,7.2625,55.7606950506709
0.6,0.6,180,180,7.275,36.1902228868165
0.6,0.6,180,180,7.2875,30.8598752242332
0.6,0.6,180,180,7.3,27.6780958960539
0.6,0.6,180,180,7.3125,25.3906477307912
0.6,0.6,180,180,7.325,23.5843085306604
0.6,0.6,180,180,7.3375,22.0735848072911
0.6,0.6,180,180,7.35,20.7619087174033
0.6,0.6,180,180,7.3625,19.5954765222238
0.6,0.6,180,180,7.375,18.5443638852871
0.6,0.6,180,180,7.3875,17.5937424687257
0.6,0.6,180,180,7.4,16.7395068203163
0.6,0.6,180,180,7.4125,15.9859873240948
0.6,0.6,180,180,7.425,15.3447071357117
0.6,0.6,180,180,7.4375,14.8335733563013
0.6,0.6,180,180,7.45,14.4761138359381
0.6,0.6,180,180,7.4625,14.3005646195637
0.6,0.6,180,180,7.475,14.3389327321159
0.6,0.6,180,180,7.4875,14.6267171771646
0.6,0.6,180,180,7.5,15.2047726425981
0.6,0.6,180,180,7.5125,16.1259125322282
0.6,0.6,180,180,7.525,17.47119149439
0.6,0.6,180,180,7.5375,19.3887096816333
0.6,0.6,180,180,7.55,22.2008144115359
0.6,0.6,180,180,7.5625,26.8183881711765
0.6,0.6,180,180,7.575,38.4634014014942
0.6,0.6,180,180,7.5875,32.7766697386464
0.6,0.6,180,180,7.6,24.6016692365877
0.6,0.6,180,180,7.6125,20.3794987560244
0.6,0.6,180,180,7.625,17.4824189404465
0.6,0.6,180,180,7.6375,15.2508555113659
0.6,0.6,180,180,7.65,13.4153205348915
0.6,0.6,180,180,7.6625,11.8394429858922
0.6,0.6,180,180,7.675,10.4456591626053
0.6,0.6,180,180,7.6875,9.18694228729374
0.6,0.6,180,180,7.7,8.03405969695077
0.6,0.6,180,180,7.7125,6.96913398048105
0.6,0.6,180,180,7.725,5.98215282646366
0.6,0.6,180,180,7.7375,5.06907710917926
0.6,0.6,180,180,7.75,4.23103113115751
0.6,0.6,180,180,7.7625,3.47450240448113
0.6,0.6,180,180,7.775,2.812790617026
0.6,0.6,180,180,7.7875,2.26879759081626
0.6,0.6,180,180,7.8,1.87671514371478
0.6,0.6,180,180,7.8125,1.67150811382044
0.6,0.6,180,180,7.825,1.65522384722419
0.6,0.6,180,180,7.8375,1.77744667998267
0.6,0.6,180,180,7.85,1.9697043528458
0.6,0.6,180,180,7.8625,2.1811999022906
0.6,0.6,180,180,7.875,2.38289782385101
0.6,0.6,180,180,7.8875,2.55968139353949
0.6,0.6,180,180,7.9,2.70386779633255
0.6,0.6,180,180,7.9125,2.81169866621496
0.6,0.6,180,180,7.925,2.88182330408858
0.6,0.6,180,180,7.9375,2.91491153141836
0.6,0.6,180,180,7.95,2.91391516712945
0.6,0.6,180,180,7.9625,2.88474576832973
0.6,0.6,180,180,7.975,2.83727964517978
0.6,0.6,180,180,7.9875,2.78657434760069
0.6,0.6,180,180,8,2.7539173894798
0.6,0.6,180,180,8.0125,2.76673002288173
0.6,0.6,180,180,8.025,2.85586677924843
0.6,0.6,180,180,8.0375,3.04985729449009
0.6,0.6,180,180,8.05,3.36887219613295
0.6,0.6,180,180,8.0625,3.82305426898956
0.6,0.6,180,180,8.075,4.41645368994167
0.6,0.6,180,180,8.0875,5.15343191716183
0.6,0.6,180,180,8.1,6.0446495230086
0.6,0.6,180,180,8.1125,7.11259987186702
0.6,0.6,180,180,8.125,8.39888877498154
0.6,0.6,180,180,8.1375,9.97767973730335
0.6,0.6,180,180,8.15,11.9859428528023
0.6,0.6,180,180,8.1625,14.7051611937693
0.6,0.6,180,180,8.175,18.8548296278011
0.6,0.6,180,180,8.1875,27.5716665708737
0.6,0.6,180,180,8.2,29.6252446920383
0.6,0.6,180,180,8.2125,19.1273688912707
0.6,0.6,180,180,8.225,14.3859708895831
0.6,0.6,180,180,8.2375,11.2559870354132
0.6,0.6,180,180,8.25,8.91514861412335
0.6,0.6,180,180,8.2625,7.06613183466315
0.6,0.6,180,180,8.275,5.58589188116667
0.6,0.6,180,180,8.2875,4.44095030104837
0.6,0.6,180,180,8.3,3.66322971483587
0.6,0.6,180,180,8.3125,3.31737747292269
0.6,0.6,180,180,8.325,3.41124614815805
0.6,0.6,180,180,8.3375,3.83960807201155
0.6,0.6,180,180,8.35,4.46311863280052
0.6,0.6,180,180,8.3625,5.18301703331642
0.6,0.6,180,180,8.375,5.94350557877946
0.6,0.6,180,180,8.3875,6.71384777436118
0.6,0.6,180,180,8.4,7.47573830878629
0.6,0.6,180,180,8.4125,8.21669845493714
0.6,0.6,180,180,8.425,8.92679109922289
0.6,0.6,180,180,8.4375,9.59704843109263
0.6,0.6,180,180,8.45,10.2189372381772
0.6,0.6,180,180,8.4625,10.7846947929311
0.6,0.6,180,180,8.475,11.2885688840367
0.6,0.6,180,180,8.4875,11.7289643359359
0.6,0.6,180,180,8.5,12.1111755681881
0.6,0.6,180,180,8.5125,12.4498144780713
0.6,0.6,180,180,8.525,12.7694997795769
0.6,0.6,180,180,8.5375,13.102440385233
0.6,0.6,180,180,8.55,13.4828014553716
0.6,0.6,180,180,8.5625,13.9396719958634
0.6,0.6,180,180,8.575,14.4916931547436
0.6,0.6,180,180,8.5875,15.1455621282181
0.6,0.6,180,180,8.6,15.8983668843691
0.6,0.6,180,180,8.6125,16.7418796622619
0.6,0.6,180,180,8.625,17.6667552558091
0.6,0.6,180,180,8.6375,18.6655480061768
0.6,0.6,180,180,8.65,19.7344209650158
0.6,0.6,180,180,8.6625,20.8739897712777
0.6,0.6,180,180,8.675,22.0898191045824
0.6,0.6,180,180,8.6875,23.3930483242532
0.6,0.6,180,180,8.7,24.8015762791288
0.6,0.6,180,180,8.7125,26.3423659884428
0.6,0.6,180,180,8.725,28.0558381472367
0.6,0.6,180,180,8.7375,30.0045076609054
0.6,0.6,180,180,8.75,32.2912349749497
0.6,0.6,180,180,8.7625,35.1030968361622
0.6,0.6,180,180,8.775,38.8407068058744
0.6,0.6,180,180,8.7875,44.6706095935573
0.6,0.6,180,180,8.8,61.8342144209236
0.6,0.6,180,180,8.8125,48.7448752004903
0.6,0.6,180,180,8.825,42.4709725798235
0.6,0.6,180,180,8.8375,39.3619432644841
0.6,0.6,180,180,8.85,37.5084418614922
0.6,0.6,180,180,8.8625,36.3850842983383
0.6,0.6,180,180,8.875,35.7772163525686
0.6,0.6,180,180,8.8875,35.5732278835108
0.6,0.6,180,180,8.9,35.6946260624995
0.6,0.6,180,180,8.9125,36.0654078466715
0.6,0.6,180,180,8.925,36.6042248049595
0.6,0.6,180,180,8.9375,37.2418739788152
0.6,0.6,180,180,8.95,37.964270292738
0.6,0.6,180,180,8.9625,38.8695615948653
0.6,0.6,180,180,8.975,40.2396072645627
0.6,0.6,180,180,8.9875,42.7319590547045
0.6,0.6,180,180,9,48.5356332576345
