"cutx2 [mm]","cuty1 [mm]","Phi [deg]","Theta [deg]","Freq [GHz]","dB(AxialRatioValue) []"
0.4,0.4,180,180,7.625,17.0395873975193
0.4,0.4,180,180,7.6375,15.3111656460941
0.4,0.4,180,180,7.65,13.8328656100574
0.4,0.4,180,180,7.6625,12.5295262670347
0.4,0.4,180,180,7.675,11.3557836767101
0.4,0.4,180,180,7.6875,10.2833381903273
0.4,0.4,180,180,7.7,9.29444622851445
0.4,0.4,180,180,7.7125,8.37824915414499
0.4,0.4,180,180,7.725,7.52851219791756
0.4,0.4,180,180,7.7375,6.74210512117751
0.4,0.4,180,180,7.75,6.01789326692641
0.4,0.4,180,180,7.7625,5.35585715050308
0.4,0.4,180,180,7.775,4.75636195871882
0.4,0.4,180,180,7.7875,4.21955089914848
0.4,0.4,180,180,7.8,3.74488302138646
0.4,0.4,180,180,7.8125,3.33085391759159
0.4,0.4,180,180,7.825,2.97491641047759
0.4,0.4,180,180,7.8375,2.6735943847567
0.4,0.4,180,180,7.85,2.42276407197312
0.4,0.4,180,180,7.8625,2.21809892381663
0.4,0.4,180,180,7.875,2.05570086767794
0.4,0.4,180,180,7.8875,1.93290299848859
0.4,0.4,180,180,7.9,1.84911597422478
0.4,0.4,180,180,7.9125,1.80641221975144
0.4,0.4,180,180,7.925,1.80941592225296
0.4,0.4,180,180,7.9375,1.86418869921839
0.4,0.4,180,180,7.95,1.97634160862057
0.4,0.4,180,180,7.9625,2.1492675620594
0.4,0.4,180,180,7.975,2.38344121566273
0.4,0.4,180,180,7.9875,2.67693223837362
0.4,0.4,180,180,8,3.02652778580063
0.4,0.4,180,180,8.0125,3.42882177065913
0.4,0.4,180,180,8.025,3.88102211979909
0.4,0.4,180,180,8.0375,4.38150863287649
0.4,0.4,180,180,8.05,4.93027884827506
0.4,0.4,180,180,8.0625,5.52939495041513
0.4,0.4,180,180,8.075,6.18352842551717
0.4,0.4,180,180,8.0875,6.90070141463633
0.4,0.4,180,180,8.1,7.69337982290201
0.4,0.4,180,180,8.1125,8.58019153712433
0.4,0.4,180,180,8.125,9.58882217752315
0.4,0.4,180,180,8.1375,10.7612330211061
0.4,0.4,180,180,8.15,12.163813470841
0.4,0.4,180,180,8.1625,13.9092586324904
0.4,0.4,180,180,8.175,16.2110955649542
0.4,0.4,180,180,8.1875,19.5550299915181
0.4,0.4,180,180,8.2,25.5341117662997
0.4,0.4,180,180,8.2125,50.6830545282719
0.4,0.4,180,180,8.225,24.0642499958507
0.4,0.4,180,180,8.2375,17.9461056895219
0.4,0.4,180,180,8.25,14.1824724337216
0.4,0.4,180,180,8.2625,11.4107170059078
0.4,0.4,180,180,8.275,9.20209818750042
0.4,0.4,180,180,8.2875,7.37677701560567
0.4,0.4,180,180,8.3,5.85928169374517
0.4,0.4,180,180,8.3125,4.64100498564287
0.4,0.4,180,180,8.325,3.77727805253339
0.4,0.4,180,180,8.3375,3.37138480233606
0.4,0.4,180,180,8.35,3.47194274225014
0.4,0.4,180,180,8.3625,3.97287203438489
0.4,0.4,180,180,8.375,4.70641412747033
0.4,0.4,180,180,8.3875,5.55326405009235
0.4,0.4,180,180,8.4,6.4485661534661
0.4,0.4,180,180,8.4125,7.3584767957503
0.4,0.4,180,180,8.425,8.264574321131
0.4,0.4,180,180,8.4375,9.15667528962688
0.4,0.4,180,180,8.45,10.0303692614367
0.4,0.4,180,180,8.4625,10.88707955662
0.4,0.4,180,180,8.475,11.7352969283932
0.4,0.4,180,180,8.4875,12.5916669539515
0.4,0.4,180,180,8.5,13.4806175723723
0.4,0.4,180,180,8.5125,14.4318326216748
0.4,0.4,180,180,8.525,15.4763974304983
0.4,0.4,180,180,8.5375,16.6437975401933
0.4,0.4,180,180,8.55,17.9619889350827
0.4,0.4,180,180,8.5625,19.461578451532
0.4,0.4,180,180,8.575,21.1843865159182
0.4,0.4,180,180,8.5875,23.1981865814696
0.4,0.4,180,180,8.6,25.6254291836627
0.4,0.4,180,180,8.6125,28.7140836572189
0.4,0.4,180,180,8.625,33.0749299530473
0.4,0.4,180,180,8.6375,41.064693734701
0.4,0.4,180,180,8.65,49.2371074920842
0.4,0.4,180,180,8.6625,36.605058253074
0.4,0.4,180,180,8.675,31.964629689627
0.4,0.4,180,180,8.6875,29.1582208118717
0.4,0.4,180,180,8.7,27.189595515185
0.4,0.4,180,180,8.7125,25.7027058576876
0.4,0.4,180,180,8.725,24.5295173013469
0.4,0.4,180,180,8.7375,23.5778177151709
0.4,0.4,180,180,8.75,22.7920179344357
0.4,0.4,180,180,8.7625,22.1364585584792
0.4,0.4,180,180,8.775,21.5872642069213
0.4,0.4,180,180,8.7875,21.1279002468253
0.4,0.4,180,180,8.8,20.7464183407805
0.4,0.4,180,180,8.8125,20.4334753598035
0.4,0.4,180,180,8.825,20.180633207069
0.4,0.4,180,180,8.8375,19.97874635241
0.4,0.4,180,180,8.85,19.8165764305076
0.4,0.4,180,180,8.8625,19.6801470743483
0.4,0.4,180,180,8.875,19.5535535064479
0.4,0.4,180,180,8.8875,19.4216847769905
0.4,0.4,180,180,8.9,19.2743132677907
0.4,0.4,180,180,8.9125,19.1100244024607
0.4,0.4,180,180,8.925,18.938279035515
0.4,0.4,180,180,8.9375,18.779157118193
0.4,0.4,180,180,8.95,18.6617314632382
0.4,0.4,180,180,8.9625,18.6223837499781
0.4,0.4,180,180,8.975,18.7038533925827
0.4,0.4,180,180,8.9875,18.9551447324823
0.4,0.4,180,180,9,19.4323247432853
