"cutx2 [mm]","cuty1 [mm]","Phi [deg]","Theta [deg]","Freq [GHz]","dB(AxialRatioValue) []"
0.4,0.6,180,180,4.4875,13.3041089759893
0.4,0.6,180,180,4.5,13.4304923076608
0.4,0.6,180,180,4.5125,13.5413642975503
0.4,0.6,180,180,4.525,13.6357812402047
0.4,0.6,180,180,4.5375,13.7128749917539
0.4,0.6,180,180,4.55,13.7718667679595
0.4,0.6,180,180,4.5625,13.812082604761
0.4,0.6,180,180,4.575,13.8329598341872
0.4,0.6,180,180,4.5875,13.8340672639252
0.4,0.6,180,180,4.6,13.8151044930214
0.4,0.6,180,180,4.6125,13.7759138964763
0.4,0.6,180,180,4.625,13.7164816993664
0.4,0.6,180,180,4.6375,13.6369403476818
0.4,0.6,180,180,4.65,13.5375632715968
0.4,0.6,180,180,4.6625,13.4187580052682
0.4,0.6,180,180,4.675,13.2810648769191
0.4,0.6,180,180,4.6875,13.125138102646
0.4,0.6,180,180,4.7,12.9517359678076
0.4,0.6,180,180,4.7125,12.7617073037918
0.4,0.6,180,180,4.725,12.5559774416221
0.4,0.6,180,180,4.7375,12.3355292819487
0.4,0.6,180,180,4.75,12.101391413323
0.4,0.6,180,180,4.7625,11.8546213016532
0.4,0.6,180,180,4.775,11.5962929514041
0.4,0.6,180,180,4.7875,11.3274831954516
0.4,0.6,180,180,4.8,11.0492612435233
0.4,0.6,180,180,4.8125,10.7626793721036
0.4,0.6,180,180,4.825,10.4687631260591
0.4,0.6,180,180,4.8375,10.1685068032555
0.4,0.6,180,180,4.85,9.8628653991202
0.4,0.6,180,180,4.8625,9.55275341150064
0.4,0.6,180,180,4.875,9.23904131136058
0.4,0.6,180,180,4.8875,8.92255257580054
0.4,0.6,180,180,4.9,8.60406456071416
0.4,0.6,180,180,4.9125,8.28430813096546
0.4,0.6,180,180,4.925,7.96396696703418
0.4,0.6,180,180,4.9375,7.64368077942856
0.4,0.6,180,180,4.95,7.3240460340441
0.4,0.6,180,180,4.9625,7.00561644846423
0.4,0.6,180,180,4.975,6.68890737777945
0.4,0.6,180,180,4.9875,6.37439714518896
0.4,0.6,180,180,5,6.06252829489959
0.4,0.6,180,180,5.0125,5.75371046036754
0.4,0.6,180,180,5.025,5.44832396682359
0.4,0.6,180,180,5.0375,5.14671994519404
0.4,0.6,180,180,5.05,4.84922518456168
0.4,0.6,180,180,5.0625,4.55613994231347
0.4,0.6,180,180,5.075,4.26774552157068
0.4,0.6,180,180,5.0875,3.98430083786873
0.4,0.6,180,180,5.1,3.706047848967
0.4,0.6,180,180,5.1125,3.43321197771198
0.4,0.6,180,180,5.125,3.16600355608473
0.4,0.6,180,180,5.1375,2.90461933259472
0.4,0.6,180,180,5.15,2.64924386962436
0.4,0.6,180,180,5.1625,2.40005293204431
0.4,0.6,180,180,5.175,2.15721331384607
0.4,0.6,180,180,5.1875,1.92088626829414
0.4,0.6,180,180,5.2,1.69123343817912
0.4,0.6,180,180,5.2125,1.46841814881121
0.4,0.6,180,180,5.225,1.2526225682183
0.4,0.6,180,180,5.2375,1.04406720896218
0.4,0.6,180,180,5.25,0.843064633282856
0.4,0.6,180,180,5.2625,0.65015835377577
0.4,0.6,180,180,5.275,0.466554806593935
0.4,0.6,180,180,5.2875,0.29598289986883
0.4,0.6,180,180,5.3,0.157052570959803
0.4,0.6,180,180,5.3125,0.145804222452663
0.4,0.6,180,180,5.325,0.264695756048535
0.4,0.6,180,180,5.3375,0.405035369317299
0.4,0.6,180,180,5.35,0.544537246265813
0.4,0.6,180,180,5.3625,0.679044674536095
0.4,0.6,180,180,5.375,0.807338038812878
0.4,0.6,180,180,5.3875,0.928970404748442
0.4,0.6,180,180,5.4,1.04377387338286
0.4,0.6,180,180,5.4125,1.15171141257473
0.4,0.6,180,180,5.425,1.25282227973142
0.4,0.6,180,180,5.4375,1.34719734893858
0.4,0.6,180,180,5.45,1.43497141935743
0.4,0.6,180,180,5.4625,1.51631825995877
0.4,0.6,180,180,5.475,1.59145182215232
0.4,0.6,180,180,5.4875,1.66062467470313
0.4,0.6,180,180,5.5,1.72413240321713
0.4,0.6,180,180,5.5125,1.78231553251627
0.4,0.6,180,180,5.525,1.83556231852262
0.4,0.6,180,180,5.5375,1.88431344539706
0.4,0.6,180,180,5.55,1.92906620373617
0.4,0.6,180,180,5.5625,1.97037565689968
0.4,0.6,180,180,5.575,2.00886145436906
0.4,0.6,180,180,5.5875,2.04520817767523
0.4,0.6,180,180,5.6,2.08016792899194
0.4,0.6,180,180,5.6125,2.11456115986428
0.4,0.6,180,180,5.625,2.14927415512317
0.4,0.6,180,180,5.6375,2.18525600683337
0.4,0.6,180,180,5.65,2.22350836043825
0.4,0.6,180,180,5.6625,2.26507828012822
0.4,0.6,180,180,5.675,2.3110406090453
0.4,0.6,180,180,5.6875,2.36248027199284
0.4,0.6,180,180,5.7,2.42047170636397
0.4,0.6,180,180,5.7125,2.48605620517351
0.4,0.6,180,180,5.725,2.56021715719774
0.4,0.6,180,180,5.7375,2.64385773388668
0.4,0.6,180,180,5.75,2.73778067574523
0.4,0.6,180,180,5.7625,2.84267091481834
0.4,0.6,180,180,5.775,2.95908056741417
0.4,0.6,180,180,5.7875,3.087422728713
0.4,0.6,180,180,5.8,3.22796060796998
0.4,0.6,180,180,5.8125,3.3808066077708
0.4,0.6,180,180,5.825,3.54591850378875
0.4,0.6,180,180,5.8375,3.72309969801925
0.4,0.6,180,180,5.85,3.91199900716238
0.4,0.6,180,180,5.8625,4.1121151050466
0.4,0.6,180,180,5.875,4.32280379220943
0.4,0.6,180,180,5.8875,4.54328633075246
0.4,0.6,180,180,5.9,4.77267313956088
0.4,0.6,180,180,5.9125,5.00998523486013
0.4,0.6,180,180,5.925,5.25418710419069
0.4,0.6,180,180,5.9375,5.5042284774374
0.4,0.6,180,180,5.95,5.75908655987577
0.4,0.6,180,180,5.9625,6.0178098404723
0.4,0.6,180,180,5.975,6.27956592906512
0.4,0.6,180,180,5.9875,6.54367434584733
0.4,0.6,180,180,6,6.80964451235597
0.4,0.6,180,180,6.0125,7.07718669379771
0.4,0.6,180,180,6.025,7.34622758243404
0.4,0.6,180,180,6.0375,7.61689927670484
0.4,0.6,180,180,6.05,7.8895276507057
0.4,0.6,180,180,6.0625,8.16460614241002
0.4,0.6,180,180,6.075,8.4427612879252
0.4,0.6,180,180,6.0875,8.72471663969219
0.4,0.6,180,180,6.1,9.01124992082474
0.4,0.6,180,180,6.1125,9.30315162249887
0.4,0.6,180,180,6.125,9.60118970949164
0.4,0.6,180,180,6.1375,9.90607261503351
0.4,0.6,180,180,6.15,10.218423990114
0.4,0.6,180,180,6.1625,10.53876365078
0.4,0.6,180,180,6.175,10.8674973040479
0.4,0.6,180,180,6.1875,11.2049161156659
0.4,0.6,180,180,6.2,11.5512041640411
0.4,0.6,180,180,6.2125,11.906449234705
0.4,0.6,180,180,6.225,12.2706616126877
0.4,0.6,180,180,6.2375,12.6437986982707
0.4,0.6,180,180,6.25,13.0257800001882
0.4,0.6,180,180,6.2625,13.4165079031199
0.4,0.6,180,180,6.275,13.815884207505
0.4,0.6,180,180,6.2875,14.2238200511238
0.4,0.6,180,180,6.3,14.6402497133707
0.4,0.6,180,180,6.3125,15.0651338185935
0.4,0.6,180,180,6.325,15.4984706159795
0.4,0.6,180,180,6.3375,15.9402977368703
0.4,0.6,180,180,6.35,16.3907169057818
0.4,0.6,180,180,6.3625,16.8499064438545
0.4,0.6,180,180,6.375,17.3181621090612
0.4,0.6,180,180,6.3875,17.7959504120603
0.4,0.6,180,180,6.4,18.2839839845428
0.4,0.6,180,180,6.4125,18.7833357097647
0.4,0.6,180,180,6.425,19.2955898429256
0.4,0.6,180,180,6.4375,19.8230445382234
0.4,0.6,180,180,6.45,20.3689787402398
0.4,0.6,180,180,6.4625,20.9379845627388
0.4,0.6,180,180,6.475,21.5363768110322
0.4,0.6,180,180,6.4875,22.172674122548
0.4,0.6,180,180,6.5,22.8581711242381
0.4,0.6,180,180,6.5125,23.6076002830915
0.4,0.6,180,180,6.525,24.4399031398149
0.4,0.6,180,180,6.5375,25.3793329062634
0.4,0.6,180,180,6.55,26.4571124186596
0.4,0.6,180,180,6.5625,27.7145700838002
0.4,0.6,180,180,6.575,29.2094488874687
0.4,0.6,180,180,6.5875,31.0299086189084
0.4,0.6,180,180,6.6,33.3284373501198
0.4,0.6,180,180,6.6125,36.4180844994775
0.4,0.6,180,180,6.625,41.1403781712999
0.4,0.6,180,180,6.6375,51.8368579189298
0.4,0.6,180,180,6.65,48.9709239374451
0.4,0.6,180,180,6.6625,40.2989530300562
0.4,0.6,180,180,6.675,36.0011497351643
0.4,0.6,180,180,6.6875,33.0614018930429
0.4,0.6,180,180,6.7,30.7768182898002
0.4,0.6,180,180,6.7125,28.8754087924623
0.4,0.6,180,180,6.725,27.2290847195575
0.4,0.6,180,180,6.7375,25.7713456186358
0.4,0.6,180,180,6.75,24.4652825914535
0.4,0.6,180,180,6.7625,23.2888441715838
0.4,0.6,180,180,6.775,22.2274703777992
0.4,0.6,180,180,6.7875,21.2703683485186
0.4,0.6,180,180,6.8,20.408755812472
0.4,0.6,180,180,6.8125,19.6351550696434
0.4,0.6,180,180,6.825,18.9432646588998
0.4,0.6,180,180,6.8375,18.3281042614384
0.4,0.6,180,180,6.85,17.7863200649801
0.4,0.6,180,180,6.8625,17.3165657812987
0.4,0.6,180,180,6.875,16.9199709209619
0.4,0.6,180,180,6.8875,16.6006796867659
0.4,0.6,180,180,6.9,16.3665016018765
0.4,0.6,180,180,6.9125,16.229663113179
0.4,0.6,180,180,6.925,16.2076521714259
0.4,0.6,180,180,6.9375,16.3241493745931
0.4,0.6,180,180,6.95,16.6100483558409
0.4,0.6,180,180,6.9625,17.1047319170129
0.4,0.6,180,180,6.975,17.8581453075741
0.4,0.6,180,180,6.9875,18.9352142538677
0.4,0.6,180,180,7,20.4264242817869
0.4,0.6,180,180,7.0125,22.4747649302798
0.4,0.6,180,180,7.025,25.3519612372429
0.4,0.6,180,180,7.0375,29.7317375807039
0.4,0.6,180,180,7.05,38.4442458239996
0.4,0.6,180,180,7.0625,42.7492248118622
0.4,0.6,180,180,7.075,32.1277097887778
0.4,0.6,180,180,7.0875,27.8882782022722
0.4,0.6,180,180,7.1,25.3367138876994
0.4,0.6,180,180,7.1125,23.5758848175184
0.4,0.6,180,180,7.125,22.2697497254622
0.4,0.6,180,180,7.1375,21.2602181796606
0.4,0.6,180,180,7.15,20.4683373625695
0.4,0.6,180,180,7.1625,19.8597142985362
0.4,0.6,180,180,7.175,19.4306406288957
0.4,0.6,180,180,7.1875,19.2030147004963
0.4,0.6,180,180,7.2,19.2245371261106
0.4,0.6,180,180,7.2125,19.5744767008287
0.4,0.6,180,180,7.225,20.3799647303789
0.4,0.6,180,180,7.2375,21.8607516328809
0.4,0.6,180,180,7.25,24.4741373653011
0.4,0.6,180,180,7.2625,29.5931160414989
0.4,0.6,180,180,7.275,54.7022972848049
0.4,0.6,180,180,7.2875,29.6851267323142
0.4,0.6,180,180,7.3,23.1939425760505
0.4,0.6,180,180,7.3125,19.4885173905386
0.4,0.6,180,180,7.325,16.9447037977865
0.4,0.6,180,180,7.3375,15.0541417360036
0.4,0.6,180,180,7.35,13.5830436299256
0.4,0.6,180,180,7.3625,12.4005648949694
0.4,0.6,180,180,7.375,11.4242692264523
0.4,0.6,180,180,7.3875,10.5980967122181
0.4,0.6,180,180,7.4,9.88190044515171
0.4,0.6,180,180,7.4125,9.24584820481765
0.4,0.6,180,180,7.425,8.66715650678204
0.4,0.6,180,180,7.4375,8.12806822637928
0.4,0.6,180,180,7.45,7.61457306964939
0.4,0.6,180,180,7.4625,7.11559874754546
0.4,0.6,180,180,7.475,6.62250702298909
0.4,0.6,180,180,7.4875,6.12877730446943
0.4,0.6,180,180,7.5,5.62978720075213
0.4,0.6,180,180,7.5125,5.1226407437489
0.4,0.6,180,180,7.525,4.60602527264515
0.4,0.6,180,180,7.5375,4.08012097851195
0.4,0.6,180,180,7.55,3.54662199093487
0.4,0.6,180,180,7.5625,3.00900262988948
0.4,0.6,180,180,7.575,2.47334984526359
0.4,0.6,180,180,7.5875,1.95070964769848
0.4,0.6,180,180,7.6,1.46403393074591
0.4,0.6,180,180,7.6125,1.06945478326573
0.4,0.6,180,180,7.625,0.895553032875658
0.4,0.6,180,180,7.6375,1.04729789837947
0.4,0.6,180,180,7.65,1.41069967432502
0.4,0.6,180,180,7.6625,1.85171871245694
0.4,0.6,180,180,7.675,2.31277249610489
0.4,0.6,180,180,7.6875,2.7710756030484
0.4,0.6,180,180,7.7,3.21629773387978
0.4,0.6,180,180,7.7125,3.64311797077152
0.4,0.6,180,180,7.725,4.04839202093318
0.4,0.6,180,180,7.7375,4.4297784599981
0.4,0.6,180,180,7.75,4.78501289622581
0.4,0.6,180,180,7.7625,5.11167950747557
0.4,0.6,180,180,7.775,5.40742123041536
0.4,0.6,180,180,7.7875,5.6704417034434
0.4,0.6,180,180,7.8,5.90009264998116
0.4,0.6,180,180,7.8125,6.09737542424412
0.4,0.6,180,180,7.825,6.26527396165979
0.4,0.6,180,180,7.8375,6.40890551828502
0.4,0.6,180,180,7.85,6.53549079875913
0.4,0.6,180,180,7.8625,6.65413471263516
0.4,0.6,180,180,7.875,6.77540741455077
0.4,0.6,180,180,7.8875,6.91072876831538
0.4,0.6,180,180,7.9,7.071616091272
0.4,0.6,180,180,7.9125,7.26891763009703
0.4,0.6,180,180,7.925,7.51220316199054
0.4,0.6,180,180,7.9375,7.80947926261829
0.4,0.6,180,180,7.95,8.16732596117689
0.4,0.6,180,180,7.9625,8.59145443462296
0.4,0.6,180,180,7.975,9.08760499095024
0.4,0.6,180,180,7.9875,9.66268362506646
0.4,0.6,180,180,8,10.3260900320584
0.4,0.6,180,180,8.0125,11.0913110093645
0.4,0.6,180,180,8.025,11.9780441730783
0.4,0.6,180,180,8.0375,13.0154200412438
0.4,0.6,180,180,8.05,14.2475541576736
0.4,0.6,180,180,8.0625,15.7441885492228
0.4,0.6,180,180,8.075,17.6236470602134
0.4,0.6,180,180,8.0875,20.1106233712128
0.4,0.6,180,180,8.1,23.7216213086938
0.4,0.6,180,180,8.1125,30.2108060632403
0.4,0.6,180,180,8.125,47.9816276449815
0.4,0.6,180,180,8.1375,28.0917725646638
0.4,0.6,180,180,8.15,22.4279680066897
0.4,0.6,180,180,8.1625,18.9060251702375
0.4,0.6,180,180,8.175,16.2382444476332
0.4,0.6,180,180,8.1875,13.99006544166
0.4,0.6,180,180,8.2,11.9860164511503
0.4,0.6,180,180,8.2125,10.1803207055427
0.4,0.6,180,180,8.225,8.60297083429321
0.4,0.6,180,180,8.2375,7.32122494463269
0.4,0.6,180,180,8.25,6.40798221707008
0.4,0.6,180,180,8.2625,5.9091492434598
0.4,0.6,180,180,8.275,5.81028931858941
0.4,0.6,180,180,8.2875,6.03227728672474
0.4,0.6,180,180,8.3,6.4696882561882
0.4,0.6,180,180,8.3125,7.03216225474472
0.4,0.6,180,180,8.325,7.65924767578793
0.4,0.6,180,180,8.3375,8.31729763323787
0.4,0.6,180,180,8.35,8.99265113207679
0.4,0.6,180,180,8.3625,9.68641955591871
0.4,0.6,180,180,8.375,10.4108075056148
0.4,0.6,180,180,8.3875,11.1854247064186
0.4,0.6,180,180,8.4,12.0323678972345
0.4,0.6,180,180,8.4125,12.9702369754425
0.4,0.6,180,180,8.425,14.008933542401
0.4,0.6,180,180,8.4375,15.1476525005138
0.4,0.6,180,180,8.45,16.3770538257471
0.4,0.6,180,180,8.4625,17.6842827152609
0.4,0.6,180,180,8.475,19.0583608915549
0.4,0.6,180,180,8.4875,20.4941714640511
0.4,0.6,180,180,8.5,21.9947430884519
0.4,0.6,180,180,8.5125,23.5726052354973
0.4,0.6,180,180,8.525,25.2514612184511
0.4,0.6,180,180,8.5375,27.0696750230284
0.4,0.6,180,180,8.55,29.0880045220557
0.4,0.6,180,180,8.5625,31.4069237656383
0.4,0.6,180,180,8.575,34.2092158045139
0.4,0.6,180,180,8.5875,37.886149156592
0.4,0.6,180,180,8.6,43.5731055765063
0.4,0.6,180,180,8.6125,59.9003986452489
0.4,0.6,180,180,8.625,47.6154091504116
0.4,0.6,180,180,8.6375,40.9640658078447
0.4,0.6,180,180,8.65,37.4559548733663
0.4,0.6,180,180,8.6625,35.1067936450561
0.4,0.6,180,180,8.675,33.3613370708992
0.4,0.6,180,180,8.6875,31.9842321332603
0.4,0.6,180,180,8.7,30.8541751697171
0.4,0.6,180,180,8.7125,29.9016663557464
0.4,0.6,180,180,8.725,29.0852301227427
0.4,0.6,180,180,8.7375,28.3811320154512
0.4,0.6,180,180,8.75,27.7783591893389
0.4,0.6,180,180,8.7625,27.2752521707204
0.4,0.6,180,180,8.775,26.8756423346102
0.4,0.6,180,180,8.7875,26.5834376619922
0.4,0.6,180,180,8.8,26.3962849102637
0.4,0.6,180,180,8.8125,26.3006729827823
0.4,0.6,180,180,8.825,26.2713630140047
0.4,0.6,180,180,8.8375,26.2762797311032
0.4,0.6,180,180,8.85,26.2846539405193
0.4,0.6,180,180,8.8625,26.2742528213378
0.4,0.6,180,180,8.875,26.2349493815886
0.4,0.6,180,180,8.8875,26.1687131695931
0.4,0.6,180,180,8.9,26.0883501628809
0.4,0.6,180,180,8.9125,26.017307433362
0.4,0.6,180,180,8.925,25.9918325872958
0.4,0.6,180,180,8.9375,26.0657699453885
0.4,0.6,180,180,8.95,26.3183751902467
0.4,0.6,180,180,8.9625,26.8674388347882
0.4,0.6,180,180,8.975,27.8966895781449
0.4,0.6,180,180,8.9875,29.7304571114664
0.4,0.6,180,180,9,33.1071013499007
